OTU,Sample,Abundance,depth_m,Water_Layer,avg_cells_ml,Kingdom,Phylum,Class,Order,Family,Genus,Abundance_P,AA_Genus,Phylum_Genus
Otu00005,Cadagno15m-E2,0.01997125,15,Chemocline,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-B,1.997124961,18073.9809,Proteobacteria|betI-B
Otu00007,LC-19m-E1,0.01982804,19,Monimolimnion,397000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-A,1.982804001,7871.731883,Actinobacteria|acI-A
Otu00031,LC-11m-E1,0.018977098,11,Mixolimnion,104333.3333,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-A,1.8977098,1979.943891,Actinobacteria|acIV-A
Otu00026,LC-19m-E1,0.018541265,19,Monimolimnion,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betIV,betIV-A,1.854126455,7360.882026,Proteobacteria|betIV-A
Otu00057,LC-5m-E1,0.018273249,5,Mixolimnion,86666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,1.827324881,1583.681564,Verrucomicrobia|Luteolibacter
Otu00053,LC-15point5m-E1,0.018074882,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,1.807488165,10573.80577,Bacteroidetes|BSV13
Otu00037,LC-9m-E1,0.017931701,9,Mixolimnion,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,uncultured,1.793170131,1309.014196,Proteobacteria|uncultured
Otu00085,LC-5m-E1,0.017919116,5,Mixolimnion,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,1.791911608,1552.990061,Bacteroidetes|unclassified
Otu00007,Cadagno15m-E2,0.017866311,15,Chemocline,905000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-A,1.786631071,16169.01119,Actinobacteria|acI-A
Otu00039,LC-9m-E1,0.017799851,9,Mixolimnion,73000,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna1,Luna1-A,1.779985057,1299.389092,Actinobacteria|Luna1-A
Otu00002,LC-15point5m-E1,0.017787979,15.5,Chemocline,585000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-B,1.778797877,10405.96758,Actinobacteria|acI-B
Otu00022,Cadagno7m-E2,0.017719298,7,Mixolimnion,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,bacI-A,1.771929825,2787.836257,Bacteroidetes|bacI-A
Otu00009,LC-13m-E1,0.017564894,13,Chemocline,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,uncultured,uncultured_fa,uncultured_ge,1.756489419,1674.519913,Verrucomicrobia|uncultured_ge
Otu00045,Cadagno7m-E2,0.017324561,7,Mixolimnion,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,1.73245614,2725.730994,Bacteroidetes|unclassified
Otu00053,LC-17m-E1,0.017271974,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,1.727197445,7507.55156,Bacteroidetes|BSV13
Otu00035,LC-9m-E1,0.016788995,9,Mixolimnion,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betII,Pnec,1.678899486,1225.596625,Proteobacteria|Pnec
Otu00053,Cadagno15m-E2,0.016685491,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,1.668549132,15100.36965,Bacteroidetes|BSV13
Otu00005,LC-5m-E1,0.016502585,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-B,1.650258517,1430.224048,Proteobacteria|betI-B
Otu00047,LC-5m-E1,0.016290106,5,Mixolimnion,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-A,1.629010553,1411.809146,Bacteroidetes|bacIII-A
Otu00013,Cadagno15m-E2,0.016172092,15,Chemocline,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,gamI,unclassified,1.617209159,14635.74289,Proteobacteria|unclassified
Otu00038,Cadagno7m-E2,0.016140351,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,1.614035088,2539.415204,Proteobacteria|betI-A
Otu00026,Cadagno7m-E2,0.016052632,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betIV,betIV-A,1.605263158,2525.614035,Proteobacteria|betIV-A
Otu00053,LC-19m-E1,0.015909224,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,1.590922384,6315.961865,Bacteroidetes|BSV13
Otu00046,LC-19m-E1,0.015441305,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,1.544130549,6130.19828,Bacteroidetes|WCHB1-32
Otu00062,LC-19m-E1,0.015382816,19,Monimolimnion,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,1.53828157,6106.977832,Proteobacteria|Desulfocapsa
Otu00047,LC-9m-E1,0.015118885,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-A,1.511888542,1103.678636,Bacteroidetes|bacIII-A
Otu00002,LC-17m-E1,0.015083402,17,Monimolimnion,434666.6667,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-B,1.508340234,6556.252219,Actinobacteria|acI-B
Otu00085,LC-3m-E1,0.015022169,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,1.502216928,1437.120861,Bacteroidetes|unclassified
Otu00076,LC-19m-E1,0.014973387,19,Monimolimnion,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,1.497338714,5944.434696,Proteobacteria|Lamprocystis
Otu00049,Cadagno15m-E2,0.014785912,15,Chemocline,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,1.478591231,13381.25064,Proteobacteria|Betaproteobacteriales_unclassified
Otu00037,LC-17m-E1,0.014669348,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,uncultured,1.466934816,6376.276668,Proteobacteria|uncultured
Otu00096,LC-3m-E1,0.014294223,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-B,1.429422275,1367.480643,Bacteroidetes|bacIII-B
Otu00054,LC-19m-E1,0.01415453,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,1.415453003,5619.348424,Bacteroidetes|Paludibacter
Otu00031,Cadagno7m-E2,0.014122807,7,Mixolimnion,157333.3333,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-A,1.412280702,2221.988304,Actinobacteria|acIV-A
Otu00049,LC-15point5m-E1,0.014058241,15.5,Chemocline,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,1.405824129,8224.071152,Proteobacteria|Betaproteobacteriales_unclassified
Otu00005,LC-9m-E1,0.013976179,9,Mixolimnion,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-B,1.397617897,1020.261064,Proteobacteria|betI-B
Otu00014,LC-9m-E1,0.013976179,9,Mixolimnion,73000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI_unclassified,1.397617897,1020.261064,Actinobacteria|acI_unclassified
Otu00046,LC-15point5m-E1,0.01391479,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,1.391478984,8140.152059,Bacteroidetes|WCHB1-32
Otu00037,LC-15point5m-E1,0.013771338,15.5,Chemocline,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,uncultured,1.37713384,8056.232965,Proteobacteria|uncultured
Otu00085,LC-9m-E1,0.013712477,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,1.371247748,1001.010856,Bacteroidetes|unclassified
Otu00026,Cadagno15m-E2,0.013707773,15,Chemocline,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betIV,betIV-A,1.370777287,12405.53445,Proteobacteria|betIV-A
Otu00077,LC-15point5m-E1,0.013627887,15.5,Chemocline,585000,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,1.362788696,7972.313872,Patescibacteria|Absconditabacteriales_(SR1)_ge
Otu00057,LC-19m-E1,0.013511142,19,Monimolimnion,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,1.351114231,5363.923495,Verrucomicrobia|Luteolibacter
Otu00045,Cadagno15m-E2,0.013399733,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,1.339973303,12126.75839,Bacteroidetes|unclassified
Otu00095,LC-15point5m-E1,0.013340984,15.5,Chemocline,585000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,1.334098408,7804.475685,Patescibacteria|Parcubacteria_unclassified
Otu00046,LC-17m-E1,0.013308884,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,1.330888442,5784.928428,Bacteroidetes|WCHB1-32
Otu00058,LC-19m-E1,0.013277183,19,Monimolimnion,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,1.327718313,5271.041703,Proteobacteria|Desulfatirhabdium
Otu00096,LC-5m-E1,0.013244564,5,Mixolimnion,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-B,1.324456406,1147.862219,Bacteroidetes|bacIII-B
Otu00046,Cadagno15m-E2,0.013143033,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,1.314303317,11894.44501,Bacteroidetes|WCHB1-32
Otu00057,LC-17m-E1,0.013072282,17,Monimolimnion,434666.6667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,1.307228203,5682.085256,Verrucomicrobia|Luteolibacter
Otu00019,LC-15point5m-E1,0.01291063,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,1.291062975,7552.718405,Bacteroidetes|unclassified
Otu00066,LC-17m-E1,0.01283568,17,Monimolimnion,434666.6667,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,1.283567964,5579.242084,Planctomycetes|uncultured
Otu00035,Cadagno7m-E2,0.012719298,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betII,Pnec,1.271929825,2001.16959,Proteobacteria|Pnec
Otu00045,LC-15point5m-E1,0.012623727,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,1.262372687,7384.880218,Bacteroidetes|unclassified
Otu00086,LC-9m-E1,0.012569771,9,Mixolimnion,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Thiovirga,1.256977102,917.5932844,Proteobacteria|Thiovirga
Otu00077,LC-17m-E1,0.012480776,17,Monimolimnion,434666.6667,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,1.248077606,5424.977326,Patescibacteria|Absconditabacteriales_(SR1)_ge
Otu00054,LC-15point5m-E1,0.012480275,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,1.248027543,7300.961125,Bacteroidetes|Paludibacter
Otu00049,LC-17m-E1,0.012421625,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,1.242162546,5399.266533,Proteobacteria|Betaproteobacteriales_unclassified
Otu00019,Cadagno15m-E2,0.012270254,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,1.227025362,11104.57953,Bacteroidetes|unclassified
Otu00069,LC-19m-E1,0.012165877,19,Monimolimnion,397000,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,1.216587705,4829.853191,Acidobacteria|Holophagaceae_unclassified
Otu00006,Cadagno7m-E2,0.012149123,7,Mixolimnion,157333.3333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,1.214912281,1911.461988,Cyanobacteria|Chloroplast_ge
Otu00037,LC-19m-E1,0.011990408,19,Monimolimnion,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,uncultured,1.199040767,4760.191847,Proteobacteria|uncultured
Otu00066,LC-19m-E1,0.011931918,19,Monimolimnion,397000,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,1.193191788,4736.971398,Planctomycetes|uncultured
Otu00058,LC-15point5m-E1,0.01190647,15.5,Chemocline,585000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,1.190646966,6965.284751,Proteobacteria|Desulfatirhabdium
Otu00100,LC-19m-E1,0.011697959,19,Monimolimnion,397000,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,1.169795871,4644.089606,Spirochaetes|uncultured
Otu00072,LC-19m-E1,0.011639469,19,Monimolimnion,397000,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,1.163946891,4620.869158,Patescibacteria|JGI_0000069-P22_ge
Otu00062,LC-17m-E1,0.011593517,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,1.159351709,5039.315431,Proteobacteria|Desulfocapsa
Otu00002,LC-19m-E1,0.01134702,19,Monimolimnion,397000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-B,1.134701995,4504.766918,Actinobacteria|acI-B
Otu00070,Cadagno15m-E2,0.011140774,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,1.114077421,10082.40066,Bacteroidetes|env.OPS_17_ge
Otu00049,LC-19m-E1,0.010937591,19,Monimolimnion,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,1.093759139,4342.223782,Proteobacteria|Betaproteobacteriales_unclassified
Otu00123,LC-3m-E1,0.010919198,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,1.091919794,1044.603269,Bacteroidetes|Bacteroidia_unclassified
Otu00085,Cadagno7m-E2,0.010877193,7,Mixolimnion,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,1.087719298,1711.345029,Bacteroidetes|unclassified
Otu00070,LC-15point5m-E1,0.010615407,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,1.061540668,6210.012911,Bacteroidetes|env.OPS_17_ge
Otu00105,LC-19m-E1,0.010528163,19,Monimolimnion,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,1.052816284,4179.680646,Proteobacteria|Desulfobulbaceae_ge
Otu00100,LC-17m-E1,0.010351355,17,Monimolimnion,434666.6667,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,1.035135455,4499.388778,Spirochaetes|uncultured
Otu00092,LC-19m-E1,0.010177224,19,Monimolimnion,397000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,1.017722407,4040.357958,Kiritimatiellaeota|WCHB1-41_ge
Otu00077,LC-19m-E1,0.010060244,19,Monimolimnion,397000,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,1.006024449,3993.917061,Patescibacteria|Absconditabacteriales_(SR1)_ge
Otu00074,LC-17m-E1,0.010055602,17,Monimolimnion,434666.6667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,verI-B,Xip-B1,1.005560156,4370.834812,Verrucomicrobia|Xip-B1
Otu00035,LC-11m-E1,0.009994335,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betII,Pnec,0.999433519,1042.742305,Proteobacteria|Pnec
Otu00054,LC-17m-E1,0.0099373,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,0.993730037,4319.413226,Bacteroidetes|Paludibacter
Otu00014,LC-15point5m-E1,0.009611247,15.5,Chemocline,585000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI_unclassified,0.961124659,5622.579257,Actinobacteria|acI_unclassified
Otu00130,LC-3m-E1,0.009496393,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge,0.949639336,908.4882977,Bacteroidetes|AKYH767_ge
Otu00130,LC-5m-E1,0.009349104,5,Mixolimnion,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge,0.934910404,810.2556839,Bacteroidetes|AKYH767_ge
Otu00019,LC-17m-E1,0.009168343,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,0.91683426,3985.172917,Bacteroidetes|unclassified
Otu00095,LC-17m-E1,0.009168343,17,Monimolimnion,434666.6667,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,0.91683426,3985.172917,Patescibacteria|Parcubacteria_unclassified
Otu00025,LC-11m-E1,0.009144614,11,Mixolimnion,104333.3333,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acTH1,acTH1-A,0.914461439,954.0881009,Actinobacteria|acTH1-A
Otu00017,LC-13m-E1,0.008932318,13,Chemocline,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge,0.893231821,851.547669,Verrucomicrobia|Pedosphaeraceae_ge
Otu00014,LC-17m-E1,0.00887259,17,Monimolimnion,434666.6667,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI_unclassified,0.887258961,3856.618952,Actinobacteria|acI_unclassified
Otu00050,LC-13m-E1,0.00887237,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,0.887236976,845.8325839,Bacteroidetes|Emticicia
Otu00058,LC-17m-E1,0.008813439,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,0.881343902,3830.908159,Proteobacteria|Desulfatirhabdium
Otu00002,Cadagno15m-E2,0.008779135,15,Chemocline,905000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-B,0.877913543,7945.117569,Actinobacteria|acI-B
Otu00047,LC-3m-E1,0.008735358,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-A,0.873535835,835.6826153,Bacteroidetes|bacIII-A
Otu00003,LC-3m-E1,0.008569916,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,0.856991596,819.8552931,Bacteroidetes|bacII-A
Otu00005,LC-11m-E1,0.008537671,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-B,0.853767096,890.7636694,Proteobacteria|betI-B
Otu00077,Cadagno15m-E2,0.008522436,15,Chemocline,905000,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,0.852243557,7712.804189,Patescibacteria|Absconditabacteriales_(SR1)_ge
Otu00057,LC-15point5m-E1,0.008320184,15.5,Chemocline,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,0.832018362,4867.307416,Verrucomicrobia|Luteolibacter
Otu00092,LC-15point5m-E1,0.008320184,15.5,Chemocline,585000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,0.832018362,4867.307416,Kiritimatiellaeota|WCHB1-41_ge
Otu00040,Cadagno7m-E2,0.008289474,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,alfV,alfV-A,0.828947368,1304.210526,Proteobacteria|alfV-A
Otu00054,Cadagno15m-E2,0.008265736,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,0.82657357,7480.49081,Bacteroidetes|Paludibacter
Otu00118,LC-11m-E1,0.008173505,11,Mixolimnion,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,0.81735049,852.7690105,Bacteroidetes|NS11-12_marine_group_ge
Otu00005,Cadagno7m-E2,0.008157895,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-B,0.815789474,1283.508772,Proteobacteria|betI-B
Otu00089,LC-19m-E1,0.008130081,19,Monimolimnion,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,0.81300813,3227.642276,Verrucomicrobia|Terrimicrobium
Otu00008,LC-5m-E1,0.008074226,5,Mixolimnion,86666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,0.807422622,699.7662724,Cyanobacteria|Oxyphotobacteria_unclassified
Otu00075,LC-19m-E1,0.008071592,19,Monimolimnion,397000,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,0.807159151,3204.421828,Firmicutes|Anaerovorax
Otu00045,LC-17m-E1,0.008044481,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,0.804448125,3496.66785,Bacteroidetes|unclassified
Otu00123,LC-5m-E1,0.0080034,5,Mixolimnion,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0.800339967,693.6279718,Bacteroidetes|Bacteroidia_unclassified
Otu00069,LC-15point5m-E1,0.007889829,15.5,Chemocline,585000,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,0.788982929,4615.550136,Acidobacteria|Holophagaceae_unclassified
Otu00070,LC-11m-E1,0.007849802,11,Mixolimnion,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,0.784980173,818.9959804,Bacteroidetes|env.OPS_17_ge
Otu00058,Cadagno15m-E2,0.007803676,15,Chemocline,905000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,0.780367594,7062.326728,Proteobacteria|Desulfatirhabdium
Otu00038,LC-5m-E1,0.00779092,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,0.779092004,675.2130699,Proteobacteria|betI-A
Otu00151,Cadagno7m-E2,0.007763158,7,Mixolimnion,157333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,0.776315789,1221.403509,Verrucomicrobia|uncultured
Otu00074,LC-19m-E1,0.007720653,19,Monimolimnion,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,verI-B,Xip-B1,0.772065275,3065.09914,Verrucomicrobia|Xip-B1
Otu00022,LC-13m-E1,0.007673401,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,bacI-A,0.767340088,731.5308834,Bacteroidetes|bacI-A
Otu00037,Cadagno15m-E2,0.007649656,15,Chemocline,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,uncultured,0.764965602,6922.9387,Proteobacteria|uncultured
Otu00038,LC-3m-E1,0.00761035,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,0.761035008,728.056824,Proteobacteria|betI-A
Otu00070,LC-19m-E1,0.007603673,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,0.760367316,3018.658244,Bacteroidetes|env.OPS_17_ge
Otu00218,LC-19m-E1,0.007486694,19,Monimolimnion,397000,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,0.748669357,2972.217348,Bacteria_unclassified|Bacteria_unclassified
